stock_flow,balance_type,instrument,counterparty,series_type,series_id,start,end,n_obs,unit,data_type,frequency,collection_month,file_no
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Total (Counterparty sectors),Original,A3429528L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Private non-financial investment funds,Original,A3366056V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Public non-financial corporations,Original,A83833998A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Authorised deposit taking Institutions,Original,A3370583X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Other broad money Institutions,Original,A3371618F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Pension funds,Original,A3373211R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Life insurance corporations,Original,A3363476K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Non-life insurance corporations,Original,A3369128X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Non-money market financial investment funds,Original,A3361001V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Other financial corporations,Original,A3372674T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,National general government,Original,A3372152J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,State and local general government,Original,A3362954X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Households,Original,A3359384X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Rest of world,Original,A3364526R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Total (Counterparty sectors),Original,A3425946F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Private non-financial investment funds,Original,A3365042L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Public non-financial corporations,Original,A83833932K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Central bank,Original,A3606146X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Authorised deposit taking Institutions,Original,A3369146C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Other broad money Institutions,Original,A3367007T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Pension funds,Original,A3373730T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Life insurance corporations,Original,A3359987K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Non-life insurance corporations,Original,A3370091C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Non-money market financial investment funds,Original,A3368615R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Other financial corporations,Original,A3364544V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,National general government,Original,A85253348A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,State and local general government,Original,A3362039V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Households,Original,A3359414A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Rest of world,Original,A3364034V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Total (Counterparty sectors),Original,A3428712V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Private non-financial investment funds,Original,A3364574J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Public non-financial corporations,Original,A83834001F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Authorised deposit taking Institutions,Original,A3367493K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Other broad money Institutions,Original,A3365084K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Pension funds,Original,A108322881K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Life insurance corporations,Original,A3371129T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Non-life insurance corporations,Original,A3368636A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Non-money market financial investment funds,Original,A3366581T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Central borrowing authorities,Original,A3358892A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Securitisers,Original,A3540470R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Other financial corporations,Original,A3371132F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,National general government,Original,A3366104A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,State and local general government,Original,A3540471T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Households,Original,A3359456X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Rest of world,Original,A3366584X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Change in/Net financial position,Total (Counterparty sectors),,Original,A3429011W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,Total financial assets,Total (Counterparty sectors),Original,A3431795W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,Currency accepted by:,Total (Counterparty sectors),Original,A3425852T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,Currency accepted by:,Central bank,Original,A3360157W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,Currency accepted by:,National general government,Original,A3371269V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Total (Counterparty sectors),Original,A3429422R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Authorised deposit taking Institutions,Original,A3373405L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Rest of world,Original,A3369778A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,Holdings of bills of exchange accepted by:,Total (Counterparty sectors),Original,A3427259R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,Holdings of bills of exchange accepted by:,Authorised deposit taking Institutions,Original,A3367759J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Total (Counterparty sectors),Original,A3425000T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Public non-financial corporations,Original,A83834377C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Authorised deposit taking Institutions,Original,A3367246A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Other broad money Institutions,Original,A3369334L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Central borrowing authorities,Original,A3366751W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,National general government,Original,A3368860V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Rest of world,Original,A3371878A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Total (Counterparty sectors),Original,A3425618V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Public non-financial corporations,Original,A83834005R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Authorised deposit taking Institutions,Original,A3359785L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Other broad money Institutions,Original,A3367858R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Life insurance corporations,Original,A3359788V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Central borrowing authorities,Original,A3368947K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",National general government,Original,A3370918R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Rest of world,Original,A3368428J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Total (Counterparty sectors),Original,A3425342T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232010.xlsx
