stock_flow,balance_type,instrument,counterparty,series_type,series_id,start,end,n_obs,unit,data_type,frequency,collection_month,file_no
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Total (Counterparty sectors),Original,A3426539R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Private non-financial investment funds,Original,A3368431W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Other private non-financial corporations,Original,A3366394K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Public non-financial corporations,Original,A83833942R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Authorised deposit taking Institutions,Original,A3362326K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Life insurance corporations,Original,A3374527C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Non-life insurance corporations,Original,A3360331T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Central borrowing authorities,Original,A3371950J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Securitisers,Original,A3368956L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",National general government,Original,A3368959V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Rest of world,Original,A3359188R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Total (Counterparty sectors),Original,A3432272C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Other private non-financial corporations,Original,A3373660W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Authorised deposit taking Institutions,Original,A3374119T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Pension funds,Original,A83749140K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Life insurance corporations,Original,A83749141L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Non-life insurance corporations,Original,A83749142R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Non-money market financial investment funds,Original,A83749143T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Securitisers,Original,A83749144V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Other financial corporations,Original,A83749145W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Rest of world,Original,A3367924A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Total (Counterparty sectors),Original,A3428660C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Private non-financial investment funds,Original,A3366475L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Other private non-financial corporations,Original,A3364417C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Public non-financial corporations,Original,A83834419R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Life insurance corporations,Original,A3359293T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Non-life insurance corporations,Original,A3365452C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Non-money market financial investment funds,Original,A3369049A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Central borrowing authorities,Original,A3372571A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Securitisers,Original,A3362398W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Other financial corporations,Original,A3361933V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,National general government,Original,A3360910K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,State and local general government,Original,A3370009F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Households,Original,A3366910V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Rest of world,Original,A3374632F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Total (Counterparty sectors),Original,A3430148J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Private non-financial investment funds,Original,A3370546L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Other private non-financial corporations,Original,A3371554F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Authorised deposit taking Institutions,Original,A3373177W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Non-money market financial investment funds,Original,A3364975W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Life insurance corporations,Original,A3370048W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Non-life insurance corporations,Original,A3368566F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Securitisers,Original,A3571962L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Other financial corporations,Original,A3371053J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Rest of world,Original,A3373180K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Total (Counterparty sectors),Original,A3426830W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Other private non-financial corporations,Original,A3369160X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Authorised deposit taking Institutions,Original,A84930812F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Other financial corporations,Original,A84931699J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Households,Original,A3371119L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Rest of world,Original,A3369163F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Total financial liabilities,Total (Counterparty sectors),Original,A3427370L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Deposits held by:,Total (Counterparty sectors),Original,A3429749T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Deposits held by:,Authorised deposit taking Institutions,Original,A3365221V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Deposits held by:,Rest of world,Original,A3365701F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Drawings of bills of exchange accepted by:,Total (Counterparty sectors),Original,A3428915V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Drawings of bills of exchange accepted by:,Authorised deposit taking Institutions,Original,A3372391T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Total (Counterparty sectors),Original,A3429212T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Other private non-financial corporations,Original,A3370357A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Authorised deposit taking Institutions,Original,A3374485T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Pension funds,Original,A3363748C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Life insurance corporations,Original,A3371914X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Non-life insurance corporations,Original,A3366802K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Money market financial investment funds,Original,A3374488X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Non-money market financial investment funds,Original,A3368377V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Securitisers,Original,A3370876C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Other financial corporations,Original,A3373540C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,State and local general government,Original,A3544916V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Households,Original,A3364291J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued in Australia held by:,Rest of world,Original,A3366805T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued offshore held by:,Total (Counterparty sectors),Original,A3424166X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,One name paper issued offshore held by:,Rest of world,Original,A3368905L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Total (Counterparty sectors),Original,A3431489X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Other private non-financial corporations,Original,A3366442T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Authorised deposit taking Institutions,Original,A3369031C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Pension funds,Original,A3360895X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Life insurance corporations,Original,A3372541L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Non-life insurance corporations,Original,A3374590V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Money market financial investment funds,Original,A3368476A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Non-money market financial investment funds,Original,A3364921R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Central borrowing authorities,Original,A3359257J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Other financial corporations,Original,A3363865R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",National general government,Original,A3544364J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Households,Original,A3359815R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued in Australia held by:",Rest of world,Original,A3373090F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued offshore held by:",Total (Counterparty sectors),Original,A3427061J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,"Bonds, etc. issued offshore held by:",Rest of world,Original,A3367384X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Derivatives held by:,Total (Counterparty sectors),Original,A3430133T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Derivatives held by:,Other private non-financial corporations,Original,A3369496C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Derivatives held by:,Authorised deposit taking Institutions,Original,A3359836A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Derivatives held by:,Pension funds,Original,A83749171A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Derivatives held by:,Non-money market financial investment funds,Original,A84931688A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Derivatives held by:,Rest of world,Original,A3359839J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Short term loans and placements held by:,Total (Counterparty sectors),Original,A3430400X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Short term loans and placements held by:,Other private non-financial corporations,Original,A108322981V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Short term loans and placements held by:,Other financial corporations,Original,A124984372C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Short term loans and placements held by:,Rest of world,Original,A3369070V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Long term loans and placements held by:,Total (Counterparty sectors),Original,A3426560J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Long term loans and placements held by:,Rest of world,Original,A3362431L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Listed shares and other equity held by:,Total (Counterparty sectors),Original,A3427859V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Listed shares and other equity held by:,Authorised deposit taking Institutions,Original,A3366058X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Listed shares and other equity held by:,Pension funds,Original,A3373723V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Listed shares and other equity held by:,Life insurance corporations,Original,A3368587T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Listed shares and other equity held by:,Non-life insurance corporations,Original,A3361009L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Listed shares and other equity held by:,Non-money market financial investment funds,Original,A3369586J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Listed shares and other equity held by:,Households,Original,A3545238L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Listed shares and other equity held by:,Rest of world,Original,A3367456X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Unlisted shares and other equity held by:,Total (Counterparty sectors),Original,A3427100L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Unlisted shares and other equity held by:,Other private non-financial corporations,Original,A3368617V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Unlisted shares and other equity held by:,Authorised deposit taking Institutions,Original,A3362041F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Unlisted shares and other equity held by:,Pension funds,Original,A3364036X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Unlisted shares and other equity held by:,Life insurance corporations,Original,A3359425J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Unlisted shares and other equity held by:,Non-life insurance corporations,Original,A3373225C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Unlisted shares and other equity held by:,Non-money market financial investment funds,Original,A3370606C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Unlisted shares and other equity held by:,Other financial corporations,Original,A3370609K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Unlisted shares and other equity held by:,Households,Original,A3362983K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Unlisted shares and other equity held by:,Rest of world,Original,A3358864T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Other accounts payable,Total (Counterparty sectors),Original,A3431273L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Other accounts payable,Other private non-financial corporations,Original,A3364069V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Other accounts payable,Public non-financial corporations,Original,A83834047L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Other accounts payable,Authorised deposit taking Institutions,Original,A3362494W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Other accounts payable,Life insurance corporations,Original,A3360547C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Other accounts payable,Non-life insurance corporations,Original,A3373252K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Other accounts payable,Other financial corporations,Original,A3544520X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Other accounts payable,National general government,Original,A3544521A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Other accounts payable,Households,Original,A3358897L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Amounts outstanding at end of period ,Liabilities,Other accounts payable,Rest of world,Original,A3359461T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232017.xlsx
Net transactions during period ,Change in/Net financial position,Total (Counterparty sectors),,Original,A3428178F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,Total financial assets,Total (Counterparty sectors),Original,A3428172T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,Deposits accepted by:,Total (Counterparty sectors),Original,A3432843W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,Deposits accepted by:,Authorised deposit taking Institutions,Original,A3372326W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,Deposits accepted by:,Rest of world,Original,A3369782T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,Holdings of bills of exchange accepted by:,Total (Counterparty sectors),Original,A3426492T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,Holdings of bills of exchange accepted by:,Authorised deposit taking Institutions,Original,A3370838R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,One name paper issued by:,Total (Counterparty sectors),Original,A3429456L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,One name paper issued by:,Private non-financial investment funds,Original,A3369341K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,One name paper issued by:,Other private non-financial corporations,Original,A3372965T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,One name paper issued by:,Public non-financial corporations,Original,A83834868W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,One name paper issued by:,Authorised deposit taking Institutions,Original,A3362252F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,One name paper issued by:,Other broad money Institutions,Original,A3368315L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,One name paper issued by:,Central borrowing authorities,Original,A3368318V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
Net transactions during period ,Assets,One name paper issued by:,Securitisers,Original,A3368321J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232018.xlsx
